Referee,date,location,Winner,title_bout,weight_class,Genre,R_fighter,B_fighter,R_age,B_age,ID_peleas,Year
Dan Miragliotta,2012-12-08,"Seattle, Washington, USA",Blue,0,Welterweight,Male,Mike Swick,Matt Brown,33.0,31.0,3912,2012
Herb Dean,2012-12-08,"Seattle, Washington, USA",Red,1,Welterweight,Male,Benson Henderson,Nate Diaz,29.0,27.0,3913,2012
Anthony Hamlett,2012-12-08,"Seattle, Washington, USA",Red,0,Peso_Pactado,Male,Dennis Siver,Nam Phan,33.0,29.0,3914,2012
Steve Newport,2012-12-08,"Seattle, Washington, USA",Red,0,Peso_Pactado,Male,Yves Edwards,Jeremy Stephens,36.0,26.0,3915,2012
Anthony Hamlett,2012-12-08,"Seattle, Washington, USA",Blue,0,Lightweight,Male,Marcus LeVesseur,Abel Trujillo,30.0,29.0,3916,2012
Herb Dean,2012-12-08,"Seattle, Washington, USA",Red,0,Bantamweight,Male,Scott Jorgensen,John Albert,30.0,26.0,3917,2012
Marc-Andre Cote,2012-11-17,"Montreal, Quebec, Canada",Blue,0,Lightweight,Male,Sam Stout,John Makdessi,28.0,27.0,3918,2012
Dan Miragliotta,2012-11-17,"Montreal, Quebec, Canada",Red,0,Error,Male,Patrick Cote,Alessio Sakara,32.0,31.0,3919,2012
Philippe Chartier,2012-11-17,"Montreal, Quebec, Canada",Red,0,Light heavyweight,Male,Cyrille Diabate,Chad Griggs,39.0,34.0,3920,2012
Marc-Andre Cote,2012-11-17,"Montreal, Quebec, Canada",Blue,0,Featherweight,Male,Mark Hominick,Pablo Garza,30.0,29.0,3921,2012
Dan Miragliotta,2012-11-17,"Montreal, Quebec, Canada",Red,0,Peso_Pactado,Male,Johny Hendricks,Martin Kampmann,29.0,30.0,3922,2012
Philippe Chartier,2012-11-17,"Montreal, Quebec, Canada",Red,0,Light heavyweight,Male,Francis Carmont,Tom Lawlor,31.0,29.0,3923,2012
Yves Lavigne,2012-11-17,"Montreal, Quebec, Canada",Red,1,Peso_Pactado,Male,Georges St-Pierre,Carlos Condit,31.0,28.0,3924,2012
Yves Lavigne,2012-11-17,"Montreal, Quebec, Canada",Blue,0,Lightweight,Male,Mark Bocek,Rafael Dos Anjos,31.0,28.0,3925,2012
Philippe Chartier,2012-11-17,"Montreal, Quebec, Canada",Red,0,Peso_Pactado,Male,Ivan Menjivar,Azamat Gashimov,30.0,22.0,3926,2012
Dan Miragliotta,2012-11-17,"Montreal, Quebec, Canada",Red,0,Error,Male,Antonio Carvalho,Rodrigo Damm,33.0,32.0,3927,2012
Yves Lavigne,2012-11-17,"Montreal, Quebec, Canada",Red,0,Peso_Pactado,Male,Matthew Riddle,John Maguire,26.0,29.0,3928,2012
Marc-Andre Cote,2012-11-17,"Montreal, Quebec, Canada",Blue,0,Featherweight,Male,Steven Siler,Darren Elkins,25.0,28.0,3929,2012
Steve Perceval,2012-11-10,"Macau, China",Blue,0,Error,Male,Yasuhiro Urushitani,John Lineker,36.0,22.0,3930,2012
Steve Perceval,2012-11-10,"Macau, China",Red,0,Lightweight,Male,Takanori Gomi,Mac Danzig,34.0,32.0,3931,2012
Steve Perceval,2012-11-10,"Macau, China",Red,0,Bantamweight,Male,Takeya Mizugaki,Jeff Hougland,28.0,34.0,3932,2012
Steve Perceval,2012-11-10,"Macau, China",Draw,0,Light heavyweight,Male,Thiago Silva,Stanislav Nedkov,29.0,30.0,3933,2012
Marc Goddard,2012-11-10,"Macau, China",Blue,0,Middleweight,Male,Rich Franklin,Cung Le,38.0,40.0,3934,2012
Marc Goddard,2012-11-10,"Macau, China",Red,0,Peso_Pactado,Male,Alex Caceres,Motonobu Tezuka,24.0,25.0,3935,2012
Marc Goddard,2012-11-10,"Macau, China",Blue,0,Lightweight,Male,Zhang Tiequan,Jon Tuck,34.0,28.0,3936,2012
Marc Goddard,2012-11-10,"Macau, China",Red,0,Welterweight,Male,Dong Hyun Kim,Paulo Thiago,30.0,31.0,3937,2012
Marc Goddard,2012-11-10,"Macau, China",Red,0,Middleweight,Male,Riki Fukuda,Tom DeBlass,31.0,30.0,3938,2012
Mario Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Welterweight,Male,Demian Maia,Rick Story,34.0,28.0,3939,2012
Marc Goddard,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Lightweight,Male,Gleison Tibau,Francisco Trinaldo,29.0,34.0,3940,2012
Mario Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Light heavyweight,Male,Glover Teixeira,Fabio Maldonado,32.0,32.0,3941,2012
Marc Goddard,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Welterweight,Male,Jon Fitch,Erick Silva,34.0,28.0,3942,2012
Marc Goddard,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Error,Male,Anderson Silva,Stephan Bonnar,37.0,35.0,3943,2012
Marc Goddard,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Light heavyweight,Male,Phil Davis,Wagner Prado,28.0,25.0,3944,2012
Mario Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Error,Male,Antonio Rodrigo Nogueira,Dave Herman,36.0,28.0,3945,2012
Fernando Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Featherweight,Male,Rony Jason,Sam Sicilia,28.0,26.0,3946,2012
Fernando Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Lightweight,Male,Cristiano Marcello,Reza Madadi,34.0,34.0,3947,2012
Mario Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Peso_Pactado,Male,Sergio Moraes,Renee Forte,30.0,25.0,3948,2012
Fernando Yamasaki,2012-10-13,"Rio de Janeiro, Brazil",Red,0,Featherweight,Male,Diego Brandao,Joey Gambino,25.0,23.0,3949,2012
Marc Goddard,2012-10-13,"Rio de Janeiro, Brazil",Blue,0,Middleweight,Male,Luiz Cane,Chris Camozzi,31.0,25.0,3950,2012
Herb Dean,2012-10-05,"Minneapolis, Minnesota, USA",Blue,0,Error,Male,Travis Browne,Antonio Silva,30.0,33.0,3951,2012
Nick Gamst,2012-10-05,"Minneapolis, Minnesota, USA",Blue,0,Peso_Pactado,Male,Josh Neer,Justin Edwards,29.0,29.0,3952,2012
Josh Rosenthal,2012-10-05,"Minneapolis, Minnesota, USA",Red,0,Lightweight,Male,Marcus LeVesseur,Carlo Prater,30.0,31.0,3953,2012
Darryl Guthmiller,2012-10-05,"Minneapolis, Minnesota, USA",Blue,0,Welterweight,Male,Aaron Simpson,Mike Pierce,38.0,32.0,3954,2012
Josh Rosenthal,2012-10-05,"Minneapolis, Minnesota, USA",Red,0,Welterweight,Male,Jake Ellenberger,Jay Hieron,27.0,36.0,3955,2012
Herb Dean,2012-10-05,"Minneapolis, Minnesota, USA",Red,0,Lightweight,Male,Jacob Volkmann,Shane Roller,32.0,33.0,3956,2012
Josh Rosenthal,2012-10-05,"Minneapolis, Minnesota, USA",Red,0,Lightweight,Male,Michael Johnson,Danny Castillo,26.0,33.0,3957,2012
Darryl Guthmiller,2012-10-05,"Minneapolis, Minnesota, USA",Red,0,Peso_Pactado,Male,John Dodson,Jussier Formiga,28.0,27.0,3958,2012
Darryl Guthmiller,2012-10-05,"Minneapolis, Minnesota, USA",Blue,0,Featherweight,Male,Bart Palaszewski,Diego Nunes,29.0,29.0,3959,2012
Nick Gamst,2012-10-05,"Minneapolis, Minnesota, USA",Red,0,Flyweight,Male,Darren Uyenoyama,Phil Harris,32.0,29.0,3960,2012
Herb Dean,2012-09-29,"Nottingham, England, United Kingdom",Red,0,Peso_Pactado,Male,Stefan Struve,Stipe Miocic,24.0,30.0,3961,2012
Marc Goddard,2012-09-29,"Nottingham, England, United Kingdom",Blue,0,Featherweight,Male,Andy Ogle,Akira Corassani,23.0,30.0,3962,2012
Leon Roberts,2012-09-29,"Nottingham, England, United Kingdom",Blue,0,Light heavyweight,Male,Kyle Kingsbury,Jimi Manuwa,30.0,32.0,3963,2012
Leon Roberts,2012-09-29,"Nottingham, England, United Kingdom",Red,0,Bantamweight,Male,Brad Pickett,Yves Jabouin,34.0,33.0,3964,2012
Herb Dean,2012-09-29,"Nottingham, England, United Kingdom",Blue,0,Lightweight,Male,Paul Sass,Matt Wiman,24.0,29.0,3965,2012
Herb Dean,2012-09-29,"Nottingham, England, United Kingdom",Red,0,Welterweight,Male,Che Mills,Duane Ludwig,30.0,34.0,3966,2012
Marc Goddard,2012-09-29,"Nottingham, England, United Kingdom",Red,0,Welterweight,Male,Dan Hardy,Amir Sadollah,30.0,32.0,3967,2012
Marc Goddard,2012-09-29,"Nottingham, England, United Kingdom",Red,0,Peso_Pactado,Male,John Hathaway,John Maguire,25.0,29.0,3968,2012
Leon Roberts,2012-09-29,"Nottingham, England, United Kingdom",Blue,0,Middleweight,Male,Tom Watson,Brad Tavares,30.0,24.0,3969,2012
Herb Dean,2012-09-29,"Nottingham, England, United Kingdom",Blue,0,Welterweight,Male,DaMarques Johnson,Gunnar Nelson,30.0,24.0,3970,2012
Marc Goddard,2012-09-29,"Nottingham, England, United Kingdom",Blue,0,Featherweight,Male,Jason Young,Robert Peralta,26.0,26.0,3971,2012
John McCarthy,2012-09-22,"Toronto, Ontario, Canada",Blue,0,Light heavyweight,Male,Igor Pokrajac,Vinny Magalhaes,33.0,28.0,3972,2012
John McCarthy,2012-09-22,"Toronto, Ontario, Canada",Red,1,Peso_Pactado,Male,Jon Jones,Vitor Belfort,25.0,35.0,3973,2012
Josh Rosenthal,2012-09-22,"Toronto, Ontario, Canada",Red,0,Welterweight,Male,Sean Pierson,Lance Benoist,36.0,24.0,3974,2012
Yves Lavigne,2012-09-22,"Toronto, Ontario, Canada",Red,0,Error,Male,Cub Swanson,Charles Oliveira,28.0,22.0,3975,2012
Yves Lavigne,2012-09-22,"Toronto, Ontario, Canada",Blue,1,Flyweight,Male,Joseph Benavidez,Demetrious Johnson,28.0,26.0,3976,2012
Dan Miragliotta,2012-09-22,"Toronto, Ontario, Canada",Red,0,Lightweight,Male,TJ Grant,Evan Dunham,28.0,30.0,3977,2012
Josh Rosenthal,2012-09-22,"Toronto, Ontario, Canada",Red,0,Error,Male,Michael Bisping,Brian Stann,33.0,31.0,3978,2012
Dan Miragliotta,2012-09-22,"Toronto, Ontario, Canada",Red,0,Light heavyweight,Male,Matt Hamill,Roger Hollett,35.0,33.0,3979,2012
Yves Lavigne,2012-09-22,"Toronto, Ontario, Canada",Blue,0,Peso_Pactado,Male,Jimy Hettes,Marcus Brimage,25.0,27.0,3980,2012
John McCarthy,2012-09-22,"Toronto, Ontario, Canada",Red,0,Welterweight,Male,Seth Baczynski,Simeon Thoresen,30.0,28.0,3981,2012
Josh Rosenthal,2012-09-22,"Toronto, Ontario, Canada",Red,0,Bantamweight,Male,Mitch Gagnon,Walel Watson,27.0,28.0,3982,2012
Dan Miragliotta,2012-09-22,"Toronto, Ontario, Canada",Red,0,Peso_Pactado,Male,Kyle Noke,Charlie Brenneman,32.0,31.0,3983,2012
Josh Rosenthal,2012-08-11,"Denver, Colorado, USA",Blue,0,Featherweight,Male,Justin Lawrence,Max Holloway,22.0,20.0,3984,2012
Herb Dean,2012-08-11,"Denver, Colorado, USA",Red,1,Peso_Pactado,Male,Benson Henderson,Frankie Edgar,28.0,30.0,3985,2012
Tom Johnson,2012-08-11,"Denver, Colorado, USA",Red,0,Peso_Pactado,Male,Dennis Bermudez,Tommy Hayden,25.0,26.0,3986,2012
Josh Rosenthal,2012-08-11,"Denver, Colorado, USA",Red,0,Lightweight,Male,Donald Cerrone,Melvin Guillard,29.0,29.0,3987,2012
Adam Martinez,2012-08-11,"Denver, Colorado, USA",Draw,0,Error,Male,Jake Shields,Ed Herman,33.0,31.0,3988,2012
Herb Dean,2012-08-11,"Denver, Colorado, USA",Blue,0,Bantamweight,Male,Ken Stone,Erik Perez,29.0,22.0,3989,2012
Herb Dean,2012-08-11,"Denver, Colorado, USA",Red,0,Error,Male,Yushin Okami,Buddy Roberts,31.0,29.0,3990,2012
Adam Martinez,2012-08-11,"Denver, Colorado, USA",Blue,0,Middleweight,Male,Jared Hamman,Michael Kuiper,30.0,23.0,3991,2012
Tim Mills,2012-08-11,"Denver, Colorado, USA",Red,0,Featherweight,Male,Nik Lentz,Eiji Mitsuoka,27.0,36.0,3992,2012
Tom Johnson,2012-08-11,"Denver, Colorado, USA",Blue,0,Peso_Pactado,Male,Dustin Pague,Chico Camus,25.0,27.0,3993,2012
Herb Dean,2012-08-04,"Los Angeles, California, USA",Blue,0,Peso_Pactado,Male,Josh Grispi,Rani Yahya,23.0,27.0,3994,2012
John McCarthy,2012-08-04,"Los Angeles, California, USA",Red,0,Error,Male,Philip De Fries,Oli Thompson,26.0,32.0,3995,2012
Luis Cobian,2012-08-04,"Los Angeles, California, USA",Red,0,Lightweight,Male,Joe Lauzon,Jamie Varner,28.0,27.0,3996,2012
John McCarthy,2012-08-04,"Los Angeles, California, USA",Red,0,Error,Male,Lyoto Machida,Ryan Bader,34.0,29.0,3997,2012
John McCarthy,2012-08-04,"Los Angeles, California, USA",Blue,0,Peso_Pactado,Male,Cole Miller,Nam Phan,28.0,29.0,3998,2012
Herb Dean,2012-08-04,"Los Angeles, California, USA",Red,0,Welterweight,Male,Mike Swick,DaMarques Johnson,33.0,30.0,3999,2012
Herb Dean,2012-08-04,"Los Angeles, California, USA",Red,0,Error,Male,Mauricio Rua,Brandon Vera,30.0,34.0,4000,2012
Luis Cobian,2012-08-04,"Los Angeles, California, USA",Draw,0,Light heavyweight,Male,Phil Davis,Wagner Prado,27.0,25.0,4001,2012
Herb Dean,2012-08-04,"Los Angeles, California, USA",Red,0,Flyweight,Male,John Moraga,Ulysses Gomez,28.0,29.0,4002,2012
Luis Cobian,2012-08-04,"Los Angeles, California, USA",Red,0,Error,Male,Manvel Gamburyan,Michihiro Omigawa,31.0,36.0,4003,2012
Josh Rosenthal,2012-07-21,"Calgary, Alberta, Canada",Blue,0,Light heavyweight,Male,Anthony Perosh,Ryan Jimmo,39.0,30.0,4004,2012
Mario Yamasaki,2012-07-21,"Calgary, Alberta, Canada",Draw,0,Bantamweight,Male,Roland Delorme,Francisco Rivera,28.0,30.0,4005,2012
Mario Yamasaki,2012-07-21,"Calgary, Alberta, Canada",Blue,0,Welterweight,Male,Brian Ebersole,James Head,31.0,28.0,4006,2012
Josh Rosenthal,2012-07-21,"Calgary, Alberta, Canada",Draw,0,Welterweight,Male,Chris Clements,Matthew Riddle,36.0,26.0,4007,2012
Yves Lavigne,2012-07-21,"Calgary, Alberta, Canada",Blue,0,Error,Male,Court McGee,Nick Ring,27.0,33.0,4008,2012
Josh Rosenthal,2012-07-21,"Calgary, Alberta, Canada",Blue,0,Middleweight,Male,Hector Lombard,Tim Boetsch,34.0,31.0,4009,2012
Yves Lavigne,2012-07-21,"Calgary, Alberta, Canada",Red,0,Error,Male,Cheick Kongo,Shawn Jordan,37.0,27.0,4010,2012
Mario Yamasaki,2012-07-21,"Calgary, Alberta, Canada",Blue,1,Error,Male,Urijah Faber,Renan Barao,33.0,25.0,4011,2012
Mario Yamasaki,2012-07-21,"Calgary, Alberta, Canada",Red,0,Featherweight,Male,Antonio Carvalho,Daniel Pineda,33.0,26.0,4012,2012
Yves Lavigne,2012-07-21,"Calgary, Alberta, Canada",Red,0,Bantamweight,Male,Bryan Caraway,Mitch Gagnon,27.0,27.0,4013,2012
Josh Rosenthal,2012-07-21,"Calgary, Alberta, Canada",Blue,0,Lightweight,Male,Mitch Clarke,Anton Kuivanen,26.0,28.0,4014,2012
Josh Rosenthal,2012-07-11,"San Jose, California, USA",Blue,0,Error,Male,Damacio Page,Alex Caceres,29.0,24.0,4015,2012
Marcos Rosales,2012-07-11,"San Jose, California, USA",Red,0,Welterweight,Male,Aaron Simpson,Kenny Robertson,37.0,28.0,4016,2012
Jason McCoy,2012-07-11,"San Jose, California, USA",Red,0,Flyweight,Male,Chris Cariaso,Josh Ferguson,31.0,24.0,4017,2012
Jason McCoy,2012-07-11,"San Jose, California, USA",Red,0,Flyweight,Male,TJ Dillashaw,Vaughan Lee,26.0,29.0,4018,2012
Jason McCoy,2012-07-11,"San Jose, California, USA",Red,0,Middleweight,Male,James Te Huna,Joey Beltran,30.0,30.0,4019,2012
Josh Rosenthal,2012-07-11,"San Jose, California, USA",Blue,0,Middleweight,Male,Mark Munoz,Chris Weidman,34.0,28.0,4020,2012
Marcos Rosales,2012-07-11,"San Jose, California, USA",Red,0,Lightweight,Male,Rafael Dos Anjos,Anthony Njokuani,27.0,32.0,4021,2012
Josh Rosenthal,2012-07-11,"San Jose, California, USA",Blue,0,Error,Male,Karlos Vemola,Francis Carmont,27.0,30.0,4022,2012
Marcos Rosales,2012-07-11,"San Jose, California, USA",Blue,0,Peso_Pactado,Male,Rafael Natal,Andrew Craig,29.0,26.0,4023,2012
Josh Rosenthal,2012-07-11,"San Jose, California, USA",Red,0,Peso_Pactado,Male,Marcelo Guimaraes,Dan Stittgen,29.0,31.0,4024,2012
Jason McCoy,2012-07-11,"San Jose, California, USA",Red,0,Bantamweight,Male,Raphael Assuncao,Issei Tamura,29.0,28.0,4025,2012
Steve Mazzagatti,2012-07-07,"Las Vegas, Nevada, USA",Red,0,Error,Male,Chad Mendes,Cody McKenzie,27.0,24.0,4026,2012
Mario Yamasaki,2012-07-07,"Las Vegas, Nevada, USA",Blue,0,Welterweight,Male,Dong Hyun Kim,Demian Maia,30.0,34.0,4027,2012
Yves Lavigne,2012-07-07,"Las Vegas, Nevada, USA",Red,1,Error,Male,Anderson Silva,Chael Sonnen,37.0,35.0,4028,2012
Yves Lavigne,2012-07-07,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Melvin Guillard,Fabricio Camoes,29.0,33.0,4029,2012
Mario Yamasaki,2012-07-07,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Gleison Tibau,Khabib Nurmagomedov,28.0,23.0,4030,2012
Josh Rosenthal,2012-07-07,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Male,Ivan Menjivar,Mike Easton,30.0,28.0,4031,2012
Josh Rosenthal,2012-07-07,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Cung Le,Patrick Cote,40.0,32.0,4032,2012
Steve Mazzagatti,2012-07-07,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Forrest Griffin,Tito Ortiz,33.0,37.0,4033,2012
Steve Mazzagatti,2012-07-07,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Constantinos Philippou,Riki Fukuda,32.0,31.0,4034,2012
Josh Rosenthal,2012-07-07,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,John Alessio,Shane Roller,33.0,32.0,4035,2012
Mario Yamasaki,2012-07-07,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Rafaello Oliveira,Yoislandy Izquierdo,30.0,28.0,4036,2012
Herb Dean,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Red,1,Peso_Pactado,Male,Cezar Ferreira,Sergio Moraes,27.0,29.0,4037,2012
Marc Goddard,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Blue,1,Featherweight,Male,Godofredo Pepey,Rony Jason,24.0,28.0,4038,2012
Mario Yamasaki,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Blue,0,Peso_Pactado,Male,Wanderlei Silva,Rich Franklin,35.0,37.0,4039,2012
Herb Dean,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Red,0,Error,Male,Fabricio Werdum,Mike Russow,34.0,35.0,4040,2012
Marc Goddard,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Blue,0,Peso_Pactado,Male,John Teixeira,Hugo Viana,25.0,29.0,4041,2012
Herb Dean,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Blue,0,Peso_Pactado,Male,Delson Heleno,Francisco Trinaldo,34.0,33.0,4042,2012
Marc Goddard,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Blue,0,Error,Male,Iuri Alcantara,Hacran Dias,31.0,28.0,4043,2012
Mario Yamasaki,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Blue,0,Error,Male,Anistavio Medeiros,Rodrigo Damm,24.0,32.0,4044,2012
Herb Dean,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Red,0,Error,Male,Marcos Vinicius,Wagner Campos,32.0,30.0,4045,2012
Mario Yamasaki,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Red,0,Peso_Pactado,Male,Thiago Perpetuo,Leonardo Mafra,24.0,23.0,4046,2012
Marc Goddard,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",Draw,0,Error,Male,Felipe Arantes,Milton Vieira,24.0,33.0,4047,2012
Yves Lavigne,2012-06-22,"Atlantic City, New Jersey, USA",Blue,0,Peso_Pactado,Male,Ross Pearson,Cub Swanson,27.0,28.0,4048,2012
Kevin Mulhall,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Welterweight,Male,Brian Ebersole,TJ Waldburger,31.0,24.0,4049,2012
Yves Lavigne,2012-06-22,"Atlantic City, New Jersey, USA",Blue,0,Featherweight,Male,Hatsu Hioki,Ricardo Lamas,28.0,30.0,4050,2012
Kevin Mulhall,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Featherweight,Male,Steven Siler,Joey Gambino,25.0,23.0,4051,2012
Dan Miragliotta,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Lightweight,Male,Gray Maynard,Clay Guida,33.0,30.0,4052,2012
Dan Miragliotta,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Welterweight,Male,Rick Story,Brock Jardine,27.0,26.0,4053,2012
Kevin Mulhall,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Lightweight,Male,Sam Stout,Spencer Fisher,28.0,36.0,4054,2012
Yves Lavigne,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Lightweight,Male,Ramsey Nijem,CJ Keith,24.0,25.0,4055,2012
Gasper Oliver,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Bantamweight,Male,Ken Stone,Dustin Pague,29.0,24.0,4056,2012
Gasper Oliver,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Welterweight,Male,Matt Brown,Luis Ramos,31.0,31.0,4057,2012
Dan Miragliotta,2012-06-22,"Atlantic City, New Jersey, USA",Blue,0,Middleweight,Male,Nick Catone,Chris Camozzi,30.0,25.0,4058,2012
Dan Miragliotta,2012-06-22,"Atlantic City, New Jersey, USA",Red,0,Peso_Pactado,Male,Dan Miller,Ricardo Funch,30.0,31.0,4059,2012
Frank Gentile,2012-06-08,"Sunrise, Florida, USA",Red,0,Peso_Pactado,Male,Erick Silva,Charlie Brenneman,27.0,31.0,4060,2012
Chris Adams,2012-06-08,"Sunrise, Florida, USA",Red,0,Welterweight,Male,Mike Pyle,Josh Neer,36.0,29.0,4061,2012
Chris Adams,2012-06-08,"Sunrise, Florida, USA",Red,0,Welterweight,Male,Seth Baczynski,Lance Benoist,30.0,23.0,4062,2012
Troy Waugh,2012-06-08,"Sunrise, Florida, USA",Red,0,Bantamweight,Male,Eddie Wineland,Scott Jorgensen,27.0,29.0,4063,2012
Frank Gentile,2012-06-08,"Sunrise, Florida, USA",Red,0,Bantamweight,Male,Dustin Pague,Jared Papazian,24.0,24.0,4064,2012
Troy Waugh,2012-06-08,"Sunrise, Florida, USA",Red,0,Flyweight,Male,Demetrious Johnson,Ian McCall,25.0,28.0,4065,2012
Troy Waugh,2012-06-08,"Sunrise, Florida, USA",Blue,0,Featherweight,Male,Leonard Garcia,Matt Grice,32.0,30.0,4066,2012
Frank Gentile,2012-06-08,"Sunrise, Florida, USA",Red,0,Welterweight,Male,Mike Pierce,Carlos Eduardo Rocha,31.0,30.0,4067,2012
Troy Waugh,2012-06-08,"Sunrise, Florida, USA",Red,0,Middleweight,Male,Buddy Roberts,Caio Magalhaes,29.0,24.0,4068,2012
Frank Gentile,2012-06-08,"Sunrise, Florida, USA",Red,0,Lightweight,Male,Henry Martinez,Bernardo Magalhaes,28.0,31.0,4069,2012
Chris Adams,2012-06-08,"Sunrise, Florida, USA",Blue,0,Welterweight,Male,Jake Hecht,Sean Pierson,28.0,36.0,4070,2012
Chris Adams,2012-06-08,"Sunrise, Florida, USA",Red,0,Peso_Pactado,Male,Tim Means,Justin Salas,28.0,30.0,4071,2012
Kim Winslow,2012-06-01,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Jonathan Brookins,Charles Oliveira,26.0,22.0,4072,2012
Chris Tognoni,2012-06-01,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Male,Cristiano Marcello,Sam Sicilia,34.0,26.0,4073,2012
Steve Mazzagatti,2012-06-01,"Las Vegas, Nevada, USA",Blue,0,Welterweight,Male,Jake Ellenberger,Martin Kampmann,27.0,30.0,4074,2012
Chris Tognoni,2012-06-01,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Max Holloway,Pat Schilling,20.0,23.0,4075,2012
Herb Dean,2012-06-01,"Las Vegas, Nevada, USA",Red,0,Error,Male,Justin Lawrence,John Cofer,22.0,28.0,4076,2012
Herb Dean,2012-06-01,"Las Vegas, Nevada, USA",Red,1,Peso_Pactado,Male,Michael Chiesa,Al Iaquinta,24.0,25.0,4077,2012
Steve Mazzagatti,2012-06-01,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Daron Cruickshank,Chris Tickle,26.0,30.0,4078,2012
Kim Winslow,2012-06-01,"Las Vegas, Nevada, USA",Red,0,Error,Male,Myles Jury,Chris Saunders,23.0,26.0,4079,2012
Kim Winslow,2012-06-01,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Male,John Albert,Erik Perez,25.0,22.0,4080,2012
Herb Dean,2012-06-01,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Joe Proctor,Jeremy Larsen,26.0,28.0,4081,2012
Yves Lavigne,2012-05-26,"Las Vegas, Nevada, USA",Red,0,Error,Male,Stipe Miocic,Shane del Rosario,29.0,28.0,4082,2012
Josh Rosenthal,2012-05-26,"Las Vegas, Nevada, USA",Red,0,Error,Male,Cain Velasquez,Antonio Silva,29.0,32.0,4083,2012
Steve Mazzagatti,2012-05-26,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Edson Barboza,Jamie Varner,26.0,27.0,4084,2012
Yves Lavigne,2012-05-26,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Jason Miller,CB Dollaway,31.0,28.0,4085,2012
Josh Rosenthal,2012-05-26,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Stefan Struve,Lavar Johnson,24.0,34.0,4086,2012
Herb Dean,2012-05-26,"Las Vegas, Nevada, USA",Red,1,Error,Male,Junior Dos Santos,Frank Mir,28.0,33.0,4087,2012
Josh Rosenthal,2012-05-26,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Dan Hardy,Duane Ludwig,30.0,33.0,4088,2012
Steve Mazzagatti,2012-05-26,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Roy Nelson,Dave Herman,35.0,27.0,4089,2012
Herb Dean,2012-05-26,"Las Vegas, Nevada, USA",Blue,0,Featherweight,Male,Diego Brandao,Darren Elkins,24.0,28.0,4090,2012
Steve Mazzagatti,2012-05-26,"Las Vegas, Nevada, USA",Blue,0,Light heavyweight,Male,Kyle Kingsbury,Glover Teixeira,30.0,32.0,4091,2012
Herb Dean,2012-05-26,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Jacob Volkmann,Paul Sass,31.0,23.0,4092,2012
Yves Lavigne,2012-05-26,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Mike Brown,Daniel Pineda,36.0,26.0,4093,2012
