,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,Height_Red,Weight_Red,Stance_Red,SLpM_Red,Str_Acc_Red,SApM_Red,Str_Def_Red,TD_Avg_Red,TD_Acc_Red,TD_Def_Red,Sub_Avg_Red,Height_Blue,Weight_Blue,Stance_Blue,SLpM_Blue,Str_Acc_Blue,SApM_Blue,Str_Def_Blue,TD_Avg_Blue,TD_Acc_Blue,TD_Def_Blue,Sub_Avg_Blue,winner_color,R_SIG_STRIKE_LANDED,R_SIG_STRIKE_TOTAL,B_SIG_STRIKE_LANDED,B_SIG_STRIKE_TOTAL,R_TOTAL_STRIKE_LANDED,R_TOTAL_STRIKE_TOTAL,B_TOTAL_STRIKE_LANDED,B_TOTAL_STRIKE_TOTAL,R_TD_STRIKE_LANDED,R_TD_STRIKE_TOTAL,B_TD_STRIKE_LANDED,B_TD_STRIKE_TOTAL,R_HEAD_LANDED,R_HEAD_TOTAL,B_HEAD_LANDED,B_HEAD_TOTAL,R_BODY_LANDED,R_BODY_TOTAL,B_BODY_LANDED,B_BODY_TOTAL,R_LEG_LANDED,R_LEG_TOTAL,B_LEG_LANDED,B_LEG_TOTAL,R_DISTANCE_LANDED,R_DISTANCE_TOTAL,B_DISTANCE_LANDED,B_DISTANCE_TOTAL,R_CLINCH_LANDED,R_CLINCH_TOTAL,B_CLINCH_LANDED,B_CLINCH_TOTAL,R_GROUND_LANDED,R_GROUND_TOTAL,B_GROUND_LANDED,B_GROUND_TOTAL,weightclass,titlebout
2355,0,1,45,64,0,0,0,0,0,0,0,2,76,231,Orthodox,3.59,52,2.64,55,1.75,31,31,1.2,76,240,Orthodox,4.9,52,3.75,55,1.92,34,70,0.0,0,15,33,20,31,15,33,20,31,0,1,0,0,5,20,10,21,4,5,1,1,6,8,9,9,15,33,16,27,0,0,1,1,0,0,3,3,heavyweight,1
2356,0,0,85,43,30,0,2,0,0,1,723,59,73,170,Southpaw,1.82,43,2.03,63,2.55,26,61,1.0,72,170,Orthodox,3.69,54,2.67,55,1.56,44,63,1.4,1,17,20,10,23,91,110,29,46,3,10,0,0,17,20,9,20,0,0,0,1,0,0,1,2,2,3,2,12,0,0,0,1,15,17,8,10,welterweight,0
2357,0,0,70,80,33,0,0,0,0,0,191,2,73,185,Orthodox,2.53,46,2.85,62,2.55,39,60,1.4,72,185,Southpaw,1.59,46,2.83,50,1.02,60,53,0.6,1,39,55,4,5,54,72,5,6,1,3,0,0,38,53,3,4,1,2,1,1,0,0,0,0,1,3,0,1,2,4,1,1,36,48,3,3,middleweight,0
2358,0,0,58,51,0,0,1,0,0,0,115,206,71,170,Orthodox,3.09,47,3.62,50,1.48,54,75,1.0,72,170,Southpaw,5.48,48,4.7,45,0.23,28,60,0.5,0,79,136,120,231,82,139,164,281,0,2,0,1,52,105,84,186,24,27,13,20,3,4,23,25,70,124,90,184,9,12,30,47,0,0,0,0,welterweight,0
2359,0,0,43,35,50,0,0,0,0,0,156,1,63,135,Orthodox,5.36,40,4.27,56,0.56,58,67,0.6,68,135,Orthodox,5.21,42,3.83,62,1.2,36,48,0.8,1,80,183,40,114,95,200,40,114,1,2,0,3,36,116,27,94,28,44,5,11,16,23,8,9,56,150,39,113,2,6,1,1,22,27,0,0,bantamweight,0
2361,0,0,34,25,0,37,0,0,0,0,5,114,71,155,Orthodox,5.4,46,3.74,65,1.28,53,78,0.6,68,145,Orthodox,2.54,38,2.53,63,2.54,46,100,0.0,1,44,129,29,112,52,137,32,115,0,0,3,8,21,98,24,100,5,11,5,12,18,20,0,0,41,124,26,106,1,3,0,1,2,2,3,5,featherweight,0
2362,1,0,51,33,0,0,0,0,0,0,12,11,74,205,Southpaw,2.43,35,2.34,59,0.64,44,62,0.8,74,205,Orthodox,4.26,50,3.35,55,4.49,41,28,0.1,1,30,58,12,36,36,65,14,38,0,0,0,2,30,55,6,25,0,3,0,2,0,0,6,9,23,50,12,33,2,3,0,3,5,5,0,0,light heavyweight,0
2363,0,1,0,81,0,0,0,0,0,0,1,8,76,264,Orthodox,2.89,45,3.09,50,0.82,29,66,0.8,83,265,Orthodox,3.12,47,4.04,46,0.56,46,55,1.7,0,0,1,13,16,0,1,15,18,0,0,0,0,0,0,12,15,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,3,0,0,11,12,heavyweight,0
2364,0,0,56,65,0,100,0,1,0,0,0,257,71,170,Orthodox,3.76,42,3.34,58,0.2,20,75,0.0,71,170,Switch,1.71,57,3.33,49,1.72,55,66,0.9,0,23,41,29,44,24,43,41,56,0,0,2,2,9,27,25,39,12,12,4,5,2,2,0,0,21,37,15,29,2,3,0,1,0,1,14,14,welterweight,0
2365,0,1,68,43,66,0,0,0,1,1,397,162,68,155,Orthodox,1.98,34,2.16,65,3.95,41,61,0.1,70,155,Orthodox,1.7,53,1.75,51,2.6,51,55,1.1,1,50,73,25,58,79,110,42,76,6,9,0,0,39,59,11,38,2,3,7,11,9,11,7,9,20,40,22,52,2,3,3,3,28,30,0,3,lightweight,0
2366,1,0,76,48,100,0,0,0,0,0,79,47,76,265,Orthodox,3.67,64,2.44,57,1.42,55,73,0.8,75,240,Orthodox,3.48,44,2.83,57,0.47,36,78,0.3,1,23,30,16,33,33,41,29,46,1,1,0,0,13,19,10,25,8,9,3,3,2,2,3,5,9,10,13,29,4,5,1,2,10,15,2,2,heavyweight,0
2367,0,0,65,61,0,28,1,0,1,0,244,100,75,205,Orthodox,4.33,56,2.52,43,1.34,33,55,1.3,73,205,Orthodox,2.77,52,3.07,59,2.22,24,83,0.0,1,58,88,22,36,115,152,34,51,0,2,2,7,33,55,17,31,18,24,3,3,7,9,2,2,12,38,12,24,27,30,9,10,19,20,1,2,light heavyweight,0
2368,0,0,45,46,0,0,0,0,0,1,44,300,63,115,Orthodox,5.27,39,5.65,56,0.1,12,75,0.1,66,115,Orthodox,3.69,49,5.62,50,0.33,4,80,0.3,1,119,261,70,152,164,309,134,219,0,1,0,15,87,216,46,115,22,33,17,28,10,12,7,9,85,212,61,139,34,49,9,13,0,0,0,0,womens strawweight,0
2369,1,0,62,60,0,0,0,0,0,0,34,114,69,135,Orthodox,2.72,46,2.14,65,0.0,0,69,0.4,63,115,Orthodox,3.68,49,4.64,56,0.0,0,33,0.0,1,18,29,6,10,23,34,32,43,0,0,0,5,9,19,2,3,9,10,2,5,0,0,2,2,7,16,2,4,11,13,4,6,0,0,0,0,womens bantamweight,0
2370,1,0,47,36,0,0,0,0,0,0,1,0,77,185,Orthodox,2.38,51,3.02,40,2.87,64,66,1.0,73,185,Southpaw,3.56,54,2.94,45,1.15,22,34,0.9,1,21,44,12,33,21,44,12,33,0,0,0,0,16,36,2,17,5,8,1,4,0,0,9,12,16,35,12,33,5,9,0,0,0,0,0,0,middleweight,0
2371,0,0,29,35,0,0,0,0,0,0,7,1,71,155,Orthodox,3.0,40,3.74,60,0.42,33,50,1.0,66,145,Orthodox,4.32,39,4.02,63,1.43,47,50,0.1,0,53,180,54,152,54,181,54,153,0,1,0,2,29,150,32,114,12,16,11,23,12,14,11,15,52,174,54,151,1,5,0,1,0,1,0,0,lightweight,0
2372,2,0,49,39,75,0,0,1,0,0,349,24,65,125,Orthodox,3.6,45,2.45,62,2.0,44,55,0.0,64,125,Orthodox,3.56,41,3.79,58,0.78,27,53,1.6,1,72,145,40,101,83,158,51,112,6,8,0,5,44,108,36,91,18,27,2,8,10,10,2,2,50,109,34,91,12,15,3,5,10,21,3,5,flyweight,0
2373,0,0,37,39,10,50,0,0,0,0,189,201,71,155,Orthodox,2.02,47,1.98,62,2.89,35,37,1.2,71,155,Orthodox,2.51,46,3.31,66,3.17,33,89,0.5,0,32,85,27,68,61,117,36,78,1,10,1,2,19,70,18,59,11,13,8,8,2,2,1,1,14,62,14,49,17,22,13,19,1,1,0,0,lightweight,0
2374,0,0,30,40,40,0,1,0,0,0,45,362,70,125,Southpaw,2.16,41,2.5,50,3.03,43,41,1.2,68,125,Orthodox,1.8,38,4.28,38,0.0,0,67,0.4,1,7,23,13,32,26,46,31,50,4,10,0,0,5,20,7,25,2,3,5,6,0,0,1,1,3,18,9,22,0,0,1,6,4,5,3,4,flyweight,0
2375,0,0,68,18,66,33,1,0,0,0,191,435,74,170,Southpaw,2.56,47,2.03,55,1.35,30,70,0.4,73,170,Orthodox,0.48,23,2.53,39,4.07,52,28,0.0,1,24,35,3,16,55,69,39,54,2,3,4,12,17,28,1,12,7,7,2,2,0,0,0,2,8,17,3,15,1,1,0,1,15,17,0,0,welterweight,0
2376,1,0,47,35,100,50,0,0,0,0,234,7,71,145,Orthodox,4.33,45,3.13,57,0.9,29,63,0.9,71,145,Orthodox,3.73,36,3.9,52,2.5,49,64,0.2,1,25,53,11,31,39,68,20,40,2,2,1,2,11,37,6,24,7,9,4,5,7,7,1,2,16,37,9,27,0,0,0,0,9,16,2,4,featherweight,0
2377,0,0,36,44,0,0,0,0,0,0,0,0,70,155,Orthodox,3.05,47,3.44,54,0.61,50,60,1.1,71,145,Orthodox,3.98,43,4.03,60,0.44,44,78,0.1,0,48,131,73,164,48,131,73,164,0,3,0,0,35,116,27,101,5,7,15,26,8,8,31,37,48,131,73,163,0,0,0,1,0,0,0,0,lightweight,0
2378,0,1,53,45,0,42,0,0,0,0,65,459,73,170,Southpaw,3.41,44,3.08,55,0.18,6,53,0.4,70,170,Orthodox,2.32,49,2.42,50,2.95,42,76,0.0,1,60,112,34,75,66,119,56,98,0,0,6,14,34,78,20,55,23,30,11,17,3,4,3,3,27,68,12,33,23,33,19,36,10,11,3,6,welterweight,0
2379,0,0,54,31,20,14,0,0,1,0,295,115,66,125,Orthodox,3.88,37,2.91,65,0.85,40,67,0.4,67,125,Orthodox,2.4,43,2.64,48,1.04,18,53,0.3,1,61,112,35,112,85,140,69,148,2,10,1,7,53,103,22,93,1,2,7,12,7,7,6,7,53,100,21,94,7,11,12,16,1,1,2,2,flyweight,0
2380,0,0,66,60,71,0,0,0,0,2,575,134,61,115,Orthodox,2.29,42,2.85,53,3.44,35,48,0.3,65,115,Orthodox,1.94,44,2.11,55,1.72,31,70,0.0,1,28,42,26,43,130,167,56,76,5,7,0,3,15,27,18,34,13,15,7,8,0,0,1,1,5,13,7,17,1,2,5,6,22,27,14,20,womens strawweight,0
2381,0,0,66,35,60,0,0,0,0,0,235,0,76,205,Orthodox,4.3,57,2.22,64,1.85,44,95,0.4,75,205,Southpaw,2.68,46,3.03,45,1.19,40,66,0.6,1,105,157,57,160,111,163,58,161,3,5,0,0,35,63,29,113,24,29,12,23,46,65,16,24,76,120,46,143,11,18,11,17,18,19,0,0,light heavyweight,1
2382,1,0,63,35,0,100,0,0,0,0,16,33,63,125,Orthodox,3.43,54,1.66,67,3.35,56,65,0.5,64,135,Orthodox,3.92,45,2.77,65,2.12,33,93,0.2,1,21,33,6,17,35,47,8,19,0,0,1,1,10,19,1,7,9,11,3,5,2,3,2,5,6,14,2,9,15,17,4,8,0,2,0,0,flyweight,1
2383,0,0,50,45,0,0,0,0,0,0,2,0,72,185,Orthodox,4.52,40,3.44,60,0.43,27,84,0.0,72,185,Orthodox,3.1,47,2.48,57,2.55,34,77,0.5,1,89,176,62,137,92,179,63,138,0,0,0,4,51,129,36,95,10,11,4,15,28,36,22,27,83,166,61,135,2,4,1,2,4,6,0,0,middleweight,0
2384,0,0,34,54,40,0,0,0,0,0,329,37,72,155,Orthodox,2.35,42,3.46,47,2.68,42,76,0.3,75,155,Orthodox,4.13,39,3.31,60,0.26,33,57,0.7,0,39,114,94,172,67,145,140,218,4,10,0,0,20,89,82,157,7,10,9,12,12,15,3,3,38,112,94,171,0,0,0,1,1,2,0,0,lightweight,0
2385,1,0,53,41,0,0,0,0,0,0,0,39,77,250,Southpaw,2.95,38,3.43,54,0.3,28,72,0.1,75,245,Orthodox,4.15,43,7.32,40,3.97,100,16,0.0,1,31,58,26,62,40,69,26,62,0,0,0,0,25,51,16,47,4,5,3,6,2,2,7,9,13,30,22,53,4,8,4,9,14,20,0,0,heavyweight,0
2386,1,0,70,0,0,0,1,0,0,0,238,0,73,253,Orthodox,3.78,54,2.53,54,0.71,60,43,0.7,74,205,Orthodox,3.36,42,3.44,56,1.02,35,60,0.0,1,29,41,0,5,84,103,1,6,0,0,0,0,24,35,0,5,1,2,0,0,4,4,0,0,7,13,0,5,0,0,0,0,22,28,0,0,light heavyweight,0
2387,0,0,61,40,14,25,0,1,0,0,133,256,69,155,Orthodox,2.92,44,2.3,63,1.31,40,66,0.8,69,170,Orthodox,3.9,42,3.23,51,3.21,43,75,0.8,0,70,114,64,160,96,141,99,200,1,7,1,4,34,69,44,134,13,18,17,23,23,27,3,3,53,96,44,135,17,18,12,12,0,0,8,13,lightweight,0
2388,0,0,50,21,25,50,0,2,0,0,60,76,70,155,Southpaw,4.0,49,2.72,59,2.03,32,81,1.0,73,170,Southpaw,1.89,40,1.71,54,3.6,52,68,0.9,0,27,53,11,52,27,53,12,53,1,4,1,2,11,33,7,45,4,7,1,4,12,13,3,3,24,47,9,47,3,6,2,5,0,0,0,0,lightweight,0
2389,0,0,38,57,0,0,0,0,0,0,125,63,65,135,Orthodox,4.39,44,4.56,58,0.44,20,84,0.0,67,135,Orthodox,3.62,48,3.2,63,1.12,28,65,0.7,0,66,171,75,130,99,209,84,139,0,1,0,4,45,137,45,96,13,23,22,26,8,11,8,8,47,141,46,89,19,30,29,41,0,0,0,0,womens bantamweight,0
2390,0,1,36,52,0,0,0,0,0,0,13,8,71,170,Orthodox,4.9,36,3.94,61,1.6,21,63,0.4,72,170,Orthodox,4.21,40,4.05,64,0.52,44,60,0.0,0,35,95,38,73,37,98,39,74,0,4,0,0,26,78,34,65,4,10,0,4,5,7,4,4,34,94,31,58,1,1,4,10,0,0,3,5,welterweight,0
2391,0,0,52,50,0,28,1,1,0,0,62,329,75,170,Orthodox,3.67,47,2.8,53,1.0,46,71,0.6,70,170,Orthodox,1.25,54,1.47,58,4.8,52,66,0.4,0,10,19,11,22,24,35,26,40,0,1,2,7,7,16,10,20,3,3,1,1,0,0,0,1,3,11,0,3,6,7,2,2,1,1,9,17,welterweight,0
2392,0,0,29,50,50,0,0,0,0,0,80,45,65,115,Orthodox,4.13,40,3.98,60,1.91,53,50,0.8,61,115,Orthodox,4.3,47,3.37,62,0.68,15,56,0.1,1,46,156,61,121,48,160,93,155,2,4,0,1,27,126,20,74,15,25,13,18,4,5,28,29,41,145,51,108,0,3,9,12,5,8,1,1,womens strawweight,0
2393,0,0,71,22,66,0,0,0,0,0,332,0,70,155,Orthodox,4.1,48,1.75,65,5.32,48,84,0.8,70,155,Southpaw,2.05,44,4.21,39,0.35,50,47,0.7,1,75,105,6,27,107,139,18,42,2,3,0,0,73,103,4,23,0,0,1,3,2,2,1,1,3,10,5,26,1,1,0,0,71,94,1,1,other,0
2394,2,0,56,41,0,0,0,0,0,0,176,0,68,145,Orthodox,4.64,50,3.64,60,1.09,51,60,0.5,68,155,Orthodox,2.08,41,3.31,55,2.5,39,76,0.5,1,83,148,55,131,95,161,58,136,0,0,0,1,36,92,37,103,23,28,5,12,24,28,13,16,53,108,54,126,2,2,1,3,28,38,0,2,featherweight,0
2395,1,0,35,50,0,0,0,0,0,0,2,7,74,205,Orthodox,3.75,47,3.84,54,2.04,40,60,1.0,72,205,Orthodox,2.14,37,2.42,63,2.98,44,73,0.0,1,6,17,7,14,7,18,8,15,0,0,0,0,5,16,7,14,1,1,0,0,0,0,0,0,3,12,5,11,2,2,2,3,1,3,0,0,light heavyweight,0
2396,1,0,84,100,0,0,0,0,0,0,4,0,63,135,Orthodox,3.2,40,3.58,61,0.71,28,82,0.0,65,135,Orthodox,2.13,41,2.83,55,3.26,34,69,0.7,1,16,19,2,2,18,21,2,3,0,0,0,0,15,18,1,1,1,1,0,0,0,0,1,1,5,6,2,2,9,10,0,0,2,3,0,0,bantamweight,0
2397,1,0,39,44,0,60,0,0,0,0,54,411,71,185,Switch,2.45,48,2.7,55,0.94,33,37,0.0,73,185,Southpaw,1.9,42,2.44,53,2.69,53,84,0.5,0,20,51,26,58,66,107,62,99,0,0,3,5,13,41,21,47,3,5,1,4,4,5,4,7,12,36,8,27,0,0,0,0,8,15,18,31,middleweight,0
2398,0,0,49,34,0,42,1,1,1,0,171,79,71,170,Orthodox,4.05,39,3.07,59,0.57,17,52,0.5,72,185,Orthodox,2.95,35,2.59,57,2.63,49,65,0.3,1,72,146,36,105,78,152,57,129,0,3,3,7,50,119,28,90,18,23,6,11,4,4,2,4,35,100,22,86,36,45,11,14,1,1,3,5,welterweight,0
2399,0,0,47,64,0,100,0,0,1,0,197,504,72,205,Orthodox,2.25,45,4.26,40,0.87,29,51,0.2,74,205,Orthodox,3.59,49,2.79,53,1.18,53,65,0.2,0,35,73,98,153,61,100,148,210,0,1,4,4,33,70,70,118,2,3,28,35,0,0,0,0,15,46,23,48,11,17,29,40,9,10,46,65,light heavyweight,0
2400,0,0,0,71,0,0,1,0,0,0,13,106,65,135,Orthodox,0.11,7,7.36,31,0.0,0,0,12.1,66,145,Orthodox,3.52,35,2.94,64,0.52,20,73,0.1,0,0,2,48,67,0,2,87,115,0,1,0,0,0,2,48,67,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,46,63,bantamweight,0
2401,1,0,68,71,0,16,0,0,0,0,4,219,75,260,Orthodox,2.59,50,2.16,44,0.52,26,54,0.0,74,242,Orthodox,2.12,45,2.94,57,2.8,39,66,1.1,1,17,25,5,7,21,29,6,8,0,0,1,6,15,20,3,5,2,5,1,1,0,0,1,1,7,12,0,2,9,11,2,2,1,2,3,3,heavyweight,0
2402,0,1,38,35,0,33,0,1,0,0,7,212,71,170,Orthodox,3.2,37,3.57,55,1.45,33,63,0.0,72,185,Southpaw,2.58,32,2.83,55,0.68,28,65,0.7,0,57,150,56,158,69,163,77,183,0,1,1,3,29,103,38,132,11,24,11,19,17,23,7,7,52,139,51,150,4,9,1,1,1,2,4,7,welterweight,0
2403,0,0,35,47,0,33,0,0,0,0,224,77,75,265,Southpaw,3.43,45,3.08,44,1.09,24,69,0.0,75,249,Orthodox,3.7,50,3.25,56,1.62,45,82,0.1,1,45,127,48,101,83,169,75,128,0,0,1,3,34,113,30,78,6,9,14,19,5,5,4,4,33,111,37,89,12,16,11,12,0,0,0,0,heavyweight,0
2404,0,0,41,51,33,100,1,2,0,0,258,198,67,125,Orthodox,4.09,31,4.15,53,0.56,18,47,0.4,63,115,Orthodox,2.5,50,3.07,52,0.85,100,40,1.7,1,35,85,39,76,55,110,50,88,1,3,1,1,18,62,15,46,16,21,14,20,1,2,10,10,22,71,30,63,0,0,1,4,13,14,8,9,womens strawweight,0
2405,0,0,36,63,0,0,0,0,0,0,1,2,76,265,Orthodox,3.55,41,4.57,46,0.63,33,69,0.3,76,238,Orthodox,4.49,47,3.33,56,0.3,50,81,0.1,0,77,212,157,247,78,213,157,247,0,0,0,0,51,179,65,147,7,12,92,100,19,21,0,0,75,210,156,246,2,2,1,1,0,0,0,0,heavyweight,0
2406,0,0,42,41,0,33,0,0,0,0,77,65,76,250,Orthodox,2.23,37,2.03,47,0.0,0,71,0.5,76,265,Orthodox,3.59,53,1.7,57,6.64,54,33,0.0,1,36,84,24,58,46,95,31,65,0,0,2,6,32,78,16,46,2,4,1,2,2,2,7,10,31,79,21,54,5,5,3,4,0,0,0,0,heavyweight,0
2407,1,0,42,25,0,0,0,0,0,0,1,0,69,155,Orthodox,2.98,39,3.03,64,1.34,63,88,0.0,69,155,Orthodox,2.99,46,2.99,66,0.68,60,39,0.2,1,25,59,11,43,25,59,11,43,0,0,0,0,18,48,9,40,1,5,1,2,6,6,1,1,25,59,11,42,0,0,0,1,0,0,0,0,lightweight,0
2408,0,0,0,66,0,100,0,1,0,0,22,102,68,135,Orthodox,0.0,0,0.88,33,0.0,0,0,0.0,65,135,Orthodox,1.86,36,3.1,52,2.64,35,43,0.6,0,0,2,2,3,2,4,3,5,0,0,2,2,0,2,1,2,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,2,bantamweight,0
2409,1,0,79,33,0,0,0,0,0,0,6,40,71,185,Switch,3.7,52,3.09,64,0.16,33,54,0.0,72,247,Orthodox,3.35,39,5.82,35,4.41,62,100,0.9,1,27,34,13,39,27,34,13,39,0,0,0,3,15,22,10,35,9,9,3,4,3,3,0,0,17,24,12,38,4,4,1,1,6,6,0,0,heavyweight,0
2410,0,0,45,34,25,0,0,0,0,0,96,0,69,145,Southpaw,2.33,46,1.99,62,1.9,30,45,0.0,72,145,Southpaw,2.87,35,4.14,60,0.0,0,76,0.5,0,45,99,30,87,90,158,31,88,1,4,0,0,20,64,20,69,14,20,4,10,11,15,6,8,41,92,29,84,4,7,1,3,0,0,0,0,featherweight,0
2411,0,0,43,33,66,20,0,1,0,1,27,46,72,185,Orthodox,3.3,41,3.24,62,1.62,45,83,0.0,72,170,Southpaw,2.18,34,2.31,57,0.67,25,55,0.5,0,65,148,45,135,78,161,56,148,2,3,1,5,40,111,16,89,16,25,9,17,9,12,20,29,61,142,43,131,2,3,2,4,2,3,0,0,middleweight,0
2412,1,0,42,10,0,0,0,0,0,0,2,0,70,265,Orthodox,2.81,43,2.9,51,0.51,55,64,0.2,75,264,Southpaw,2.18,47,3.84,38,2.02,40,54,2.0,1,8,19,1,10,8,19,2,11,0,0,0,3,6,14,1,10,1,2,0,0,1,3,0,0,8,19,1,10,0,0,0,0,0,0,0,0,heavyweight,0
2413,2,0,75,75,33,50,0,2,0,0,276,139,69,185,Southpaw,3.02,46,3.35,53,1.69,48,77,0.5,75,170,Orthodox,3.67,47,2.05,56,2.46,45,57,0.3,0,60,79,148,197,75,95,196,250,1,3,1,2,54,71,133,181,2,3,12,13,4,5,3,3,12,21,32,69,7,9,16,16,41,49,100,112,welterweight,0
2414,0,0,42,37,33,0,0,1,0,1,301,62,66,125,Orthodox,4.48,42,5.66,57,0.71,40,68,0.4,62,115,Southpaw,4.2,39,5.15,61,0.0,0,66,0.2,1,77,183,92,247,90,199,119,276,1,3,0,2,61,156,61,202,16,27,27,38,0,0,4,7,63,164,81,231,6,11,7,11,8,8,4,5,womens strawweight,0
2415,0,0,31,35,0,16,2,0,0,0,74,196,71,170,Orthodox,3.03,44,2.16,61,1.93,41,66,0.6,70,155,Orthodox,3.95,38,2.66,61,1.7,45,72,0.2,1,36,114,35,100,50,129,49,116,0,4,1,6,15,81,15,66,10,19,14,26,11,14,6,8,30,100,27,86,4,9,2,6,2,5,6,8,lightweight,0
2416,0,0,42,53,0,22,0,0,0,0,73,298,72,185,Southpaw,3.62,38,4.64,61,1.86,34,78,0.3,74,185,Orthodox,1.95,42,2.14,52,3.42,39,53,0.8,1,37,88,33,62,57,112,52,87,0,1,2,9,30,80,22,47,3,3,9,12,4,5,2,3,8,37,26,52,3,5,2,4,26,46,5,6,middleweight,0
2417,0,1,14,41,0,0,0,0,0,0,0,1,74,185,Orthodox,4.04,51,2.99,62,2.75,37,58,0.2,71,205,Orthodox,5.99,52,5.38,50,0.92,33,100,0.0,0,1,7,5,12,1,7,5,12,0,0,0,0,0,4,3,8,1,3,1,3,0,0,1,1,1,7,5,12,0,0,0,0,0,0,0,0,light heavyweight,0
2418,0,0,55,50,0,0,1,0,0,0,13,17,72,155,Switch,4.95,48,4.92,51,0.72,34,79,0.3,68,145,Orthodox,3.37,45,2.98,54,1.45,22,63,0.0,1,5,9,4,8,6,10,7,12,0,0,0,2,2,5,1,4,2,2,2,3,1,2,1,1,4,8,4,8,1,1,0,0,0,0,0,0,featherweight,0
2419,0,1,47,80,100,0,0,0,0,0,46,34,67,170,Orthodox,1.9,47,2.77,39,2.22,43,36,0.6,72,170,Southpaw,5.67,50,3.77,60,0.51,44,58,0.3,0,8,17,32,40,12,21,37,45,1,1,0,0,3,12,22,30,4,4,9,9,1,1,1,1,3,9,11,15,5,7,16,19,0,1,5,6,welterweight,0
2420,0,0,34,33,0,23,0,1,0,0,2,332,69,135,Orthodox,7.56,40,8.41,51,0.0,0,62,0.0,61,135,Orthodox,1.57,33,3.9,60,3.0,18,75,0.5,1,62,181,31,92,72,193,58,124,0,0,3,13,51,167,26,81,11,14,4,9,0,0,1,2,59,176,22,80,3,5,9,12,0,0,0,0,womens bantamweight,0
2421,0,0,33,36,0,0,0,0,0,0,0,1,68,155,Orthodox,3.68,40,4.09,62,0.74,35,75,0.0,70,170,Orthodox,4.78,42,3.59,65,1.05,54,78,0.0,1,52,155,78,214,52,156,78,214,0,1,0,0,21,108,63,194,10,22,9,14,21,25,6,6,52,155,78,212,0,0,0,2,0,0,0,0,lightweight,0
2422,1,0,35,43,33,62,0,1,0,0,112,417,72,170,Orthodox,3.84,46,2.72,58,1.55,40,66,0.2,71,170,Orthodox,3.26,42,2.77,63,1.93,50,66,0.3,0,46,130,38,88,82,171,78,139,1,3,5,8,37,108,30,77,4,15,5,8,5,7,3,3,33,112,31,76,3,4,1,4,10,14,6,8,welterweight,0
2423,0,0,64,60,71,33,1,1,0,0,741,36,71,155,Southpaw,1.79,40,2.64,43,3.48,38,50,0.3,70,155,Orthodox,3.66,38,4.86,50,0.68,27,53,0.7,1,25,39,15,25,117,147,51,64,5,7,1,3,23,36,13,21,1,2,2,3,1,1,0,1,7,12,6,11,0,0,1,2,18,27,8,12,lightweight,0
2424,0,0,64,52,0,20,0,0,0,0,2,237,73,185,Orthodox,2.98,45,2.95,58,0.95,55,50,0.2,72,185,Orthodox,4.67,51,4.41,62,1.99,13,0,0.0,1,46,71,23,44,61,87,31,53,0,0,1,5,38,58,6,22,6,10,4,8,2,3,13,14,21,45,19,37,25,26,3,6,0,0,1,1,middleweight,0
2425,0,0,56,60,50,100,0,1,0,1,29,499,74,170,Switch,2.7,42,3.63,52,1.36,66,50,0.7,71,170,Orthodox,2.91,40,3.23,49,1.32,61,62,0.3,0,30,53,84,138,57,85,170,235,1,2,3,3,16,33,67,118,5,9,15,18,9,11,2,2,21,43,18,49,6,7,19,25,3,3,47,64,welterweight,0
2426,0,0,48,41,33,100,2,0,0,1,279,79,68,145,Orthodox,4.5,51,2.45,57,2.5,53,84,0.9,65,125,Southpaw,2.98,50,2.03,62,2.21,58,75,0.3,1,39,81,28,67,66,112,56,99,2,6,1,1,21,53,22,58,6,11,3,6,12,17,3,3,20,50,16,51,0,0,5,8,19,31,7,8,womens bantamweight,0
2427,0,0,43,50,0,100,0,2,1,0,39,70,69,155,Southpaw,5.32,49,4.54,54,0.7,55,67,0.0,72,170,Southpaw,4.62,45,3.78,53,1.19,30,42,1.4,0,61,140,77,152,66,145,89,169,0,1,1,1,47,117,65,131,7,11,9,13,7,12,3,8,56,133,62,133,3,4,10,12,2,3,5,7,welterweight,0
2428,0,1,34,52,0,100,0,0,0,0,0,5,72,170,Orthodox,2.5,48,4.18,49,0.85,35,56,1.4,73,170,Orthodox,3.66,51,2.62,66,1.94,76,73,0.0,0,11,32,26,50,11,32,26,50,0,1,1,1,2,14,10,34,6,10,5,5,3,8,11,11,11,32,22,45,0,0,2,2,0,0,2,3,welterweight,0
2429,0,0,35,31,25,100,0,0,0,0,165,15,75,205,Orthodox,4.43,46,2.22,59,4.89,50,83,0.0,72,205,Southpaw,2.5,42,2.41,60,2.46,32,57,1.4,1,55,153,31,99,79,178,32,100,1,4,1,1,33,127,28,94,10,13,2,4,12,13,1,1,48,142,21,87,3,6,10,12,4,5,0,0,light heavyweight,0
