,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,Height_Red,Weight_Red,Stance_Red,SLpM_Red,Str_Acc_Red,SApM_Red,Str_Def_Red,TD_Avg_Red,TD_Acc_Red,TD_Def_Red,Sub_Avg_Red,Height_Blue,Weight_Blue,Stance_Blue,SLpM_Blue,Str_Acc_Blue,SApM_Blue,Str_Def_Blue,TD_Avg_Blue,TD_Acc_Blue,TD_Def_Blue,Sub_Avg_Blue,winner_color,R_SIG_STRIKE_LANDED,R_SIG_STRIKE_TOTAL,B_SIG_STRIKE_LANDED,B_SIG_STRIKE_TOTAL,R_TOTAL_STRIKE_LANDED,R_TOTAL_STRIKE_TOTAL,B_TOTAL_STRIKE_LANDED,B_TOTAL_STRIKE_TOTAL,R_TD_STRIKE_LANDED,R_TD_STRIKE_TOTAL,B_TD_STRIKE_LANDED,B_TD_STRIKE_TOTAL,R_HEAD_LANDED,R_HEAD_TOTAL,B_HEAD_LANDED,B_HEAD_TOTAL,R_BODY_LANDED,R_BODY_TOTAL,B_BODY_LANDED,B_BODY_TOTAL,R_LEG_LANDED,R_LEG_TOTAL,B_LEG_LANDED,B_LEG_TOTAL,R_DISTANCE_LANDED,R_DISTANCE_TOTAL,B_DISTANCE_LANDED,B_DISTANCE_TOTAL,R_CLINCH_LANDED,R_CLINCH_TOTAL,B_CLINCH_LANDED,B_CLINCH_TOTAL,R_GROUND_LANDED,R_GROUND_TOTAL,B_GROUND_LANDED,B_GROUND_TOTAL,weightclass,titlebout
697,0,0,47,29,0,50,0,1,0,0,90,50,72,205,Southpaw,4.83,56,2.91,69,1.05,66,35,0.0,75,205,Southpaw,2.68,46,3.03,45,1.19,40,66,0.6,0,37,78,14,48,39,80,20,54,0,0,1,2,23,59,5,36,13,18,9,12,1,1,0,0,32,71,11,45,2,2,3,3,3,5,0,0,light heavyweight,0
698,0,1,18,62,0,0,0,0,0,0,0,2,70,185,Orthodox,0.52,28,3.14,37,0.0,0,0,0.0,71,185,Southpaw,1.72,34,4.03,49,0.0,0,7,0.0,0,2,11,5,8,2,11,5,8,0,0,0,0,2,11,4,7,0,0,1,1,0,0,0,0,2,11,3,6,0,0,0,0,0,0,2,2,middleweight,0
699,0,0,36,38,25,75,0,0,1,0,328,236,71,170,Orthodox,3.2,37,3.57,55,1.45,33,63,0.0,71,170,Orthodox,2.87,50,2.18,48,2.41,37,63,0.6,1,31,84,18,47,64,122,31,65,1,4,3,4,19,64,14,40,5,12,0,2,7,8,4,5,9,45,13,36,11,18,1,3,11,21,4,8,welterweight,0
700,0,0,55,39,0,33,0,1,0,0,288,115,71,170,Switch,1.71,57,3.33,49,1.72,55,66,0.9,70,170,Orthodox,3.22,45,3.04,54,2.08,35,50,0.7,0,20,36,30,76,26,45,46,99,0,2,1,3,9,23,8,47,4,5,8,11,7,8,14,18,18,32,19,55,2,3,10,18,0,1,1,3,welterweight,0
701,0,1,47,52,16,0,0,0,0,0,45,22,73,185,Orthodox,5.03,44,3.46,54,1.96,34,75,0.7,71,185,Switch,3.7,52,3.09,64,0.16,33,54,0.0,0,20,42,28,53,22,45,29,54,1,6,0,0,5,21,21,43,2,5,2,3,13,16,5,7,19,41,10,34,1,1,1,2,0,0,17,17,middleweight,0
702,0,0,75,0,50,0,0,0,0,0,51,0,68,155,Orthodox,2.28,42,2.53,46,8.33,64,0,0.0,72,155,Southpaw,1.52,61,4.79,41,3.5,100,50,0.0,1,22,29,0,1,24,31,0,1,1,2,0,0,22,29,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,21,26,0,0,lightweight,0
703,0,0,31,31,0,0,0,0,0,0,43,38,72,185,Orthodox,3.3,41,3.24,62,1.62,45,83,0.0,74,185,Orthodox,5.32,42,2.92,64,0.36,16,100,0.4,0,36,113,54,169,37,114,56,171,0,2,0,3,31,100,32,133,0,4,19,32,5,9,3,4,30,104,49,160,6,9,5,9,0,0,0,0,middleweight,0
704,0,0,12,54,0,100,0,0,0,0,0,344,71,170,Orthodox,2.91,40,3.23,49,1.32,61,62,0.3,70,170,Orthodox,3.17,52,1.3,68,1.25,71,70,0.2,0,12,96,69,126,14,98,149,218,0,0,3,3,10,89,30,71,2,5,15,24,0,2,24,31,12,95,63,113,0,1,0,0,0,0,6,13,welterweight,0
705,0,0,55,53,0,50,0,0,0,0,347,465,71,135,Orthodox,4.16,49,2.17,46,0.98,21,64,0.5,67,135,Orthodox,2.76,57,3.7,44,0.71,33,50,0.1,0,26,47,21,39,58,94,49,91,0,4,2,4,4,22,18,36,21,23,2,2,1,2,1,1,4,18,2,8,22,29,8,15,0,0,11,16,womens bantamweight,0
706,0,0,34,49,42,50,0,0,0,1,182,71,70,135,Orthodox,4.65,35,4.33,60,0.71,45,56,0.1,72,145,Orthodox,3.45,43,2.65,60,0.38,33,68,0.0,0,34,99,59,119,36,103,71,133,3,7,1,2,20,77,44,91,5,9,8,16,9,13,7,12,26,91,43,99,3,3,0,0,5,5,16,20,featherweight,0
707,0,0,40,35,57,0,0,0,0,0,308,6,70,155,Orthodox,3.08,39,2.79,54,2.16,36,62,0.0,69,155,Orthodox,4.58,44,5.1,54,1.13,37,58,0.4,1,40,99,25,70,45,111,51,108,4,7,0,1,16,52,4,36,10,25,8,12,14,22,13,22,31,84,24,66,2,3,1,4,7,12,0,0,lightweight,0
708,0,0,50,16,57,0,1,0,0,1,391,40,68,135,Orthodox,3.69,54,0.59,76,5.16,46,0,1.5,70,135,Orthodox,1.32,34,2.63,52,0.71,50,37,0.0,1,46,92,6,36,81,139,9,39,4,7,0,0,33,76,5,34,2,2,0,0,11,14,1,2,26,58,4,32,3,4,2,4,17,30,0,0,bantamweight,0
709,0,1,43,46,40,0,0,0,0,0,38,1,68,145,Southpaw,7.66,39,5.72,51,2.6,35,85,0.0,70,145,Orthodox,4.65,35,5.89,56,2.02,28,75,0.4,0,86,199,49,105,93,206,53,109,2,5,0,0,60,157,33,84,20,33,12,17,6,9,4,4,85,198,46,98,1,1,1,2,0,0,2,5,featherweight,0
710,1,0,51,27,40,0,0,0,0,0,253,0,68,135,Southpaw,3.6,45,3.0,64,2.7,47,42,0.6,64,135,Southpaw,2.1,21,4.8,50,0.0,0,66,0.0,1,60,117,32,115,71,130,37,121,2,5,0,0,36,80,22,84,8,13,6,25,16,24,4,6,40,92,30,109,0,1,0,2,20,24,2,4,bantamweight,0
711,0,0,55,43,36,0,0,1,1,1,431,18,61,115,Orthodox,2.29,42,2.85,53,3.44,35,48,0.3,65,125,Orthodox,4.96,43,3.61,64,0.28,40,60,0.6,1,44,80,45,103,115,157,103,169,4,11,0,1,27,60,41,97,11,14,4,6,6,6,0,0,28,59,34,88,6,9,3,6,10,12,8,9,womens strawweight,0
712,0,0,38,50,0,0,0,0,0,0,38,59,62,115,Orthodox,6.03,38,7.71,50,0.0,0,0,0.0,63,115,Orthodox,5.66,50,4.98,64,0.45,36,76,0.1,0,72,186,92,184,83,197,93,185,0,1,0,0,36,137,60,137,15,26,32,46,21,23,0,1,57,156,57,139,15,30,35,45,0,0,0,0,womens strawweight,0
713,0,0,60,75,0,0,0,0,0,0,0,50,71,155,Orthodox,6.0,37,5.52,59,0.0,0,46,0.0,71,155,Switch,3.63,41,6.82,47,0.96,12,60,1.9,0,6,10,12,16,7,11,12,16,0,0,0,2,0,3,8,12,5,6,4,4,1,1,0,0,3,7,2,3,3,3,10,13,0,0,0,0,featherweight,0
715,0,0,37,27,0,0,0,0,0,0,0,13,69,135,Orthodox,5.52,38,5.97,61,0.23,50,84,0.1,65,135,Orthodox,3.48,30,6.13,59,0.0,0,71,0.0,1,125,333,68,250,127,335,68,250,0,0,0,1,79,271,48,207,21,34,9,28,25,28,11,15,124,332,68,250,1,1,0,0,0,0,0,0,womens bantamweight,0
717,0,1,33,66,0,100,0,1,0,0,51,128,76,205,Orthodox,3.15,59,5.07,43,1.97,18,0,1.3,75,205,Orthodox,2.4,49,2.43,49,2.11,26,55,1.5,0,1,3,18,27,1,3,33,43,0,0,1,1,0,2,16,25,0,0,2,2,1,1,0,0,1,3,1,3,0,0,6,6,0,0,11,18,light heavyweight,0
718,0,0,64,22,66,0,2,0,0,0,800,48,71,155,Southpaw,1.95,44,3.73,50,3.06,36,0,1.3,73,155,Switch,0.25,27,2.11,43,0.0,0,28,0.0,1,22,34,2,9,101,116,5,12,4,6,0,0,21,32,0,6,1,2,2,3,0,0,0,0,1,5,2,8,0,0,0,0,21,29,0,1,lightweight,0
719,0,0,45,46,20,0,0,0,0,0,145,84,64,135,Orthodox,4.52,43,3.69,57,1.88,46,65,0.4,65,135,Orthodox,4.39,44,4.56,58,0.44,20,84,0.0,0,77,169,59,127,94,186,77,146,1,5,0,1,58,138,42,101,12,23,12,19,7,8,5,7,55,140,54,118,8,10,5,9,14,19,0,0,womens bantamweight,0
720,0,0,37,23,0,0,0,0,0,0,2,46,66,125,Orthodox,3.88,37,2.91,65,0.85,40,67,0.4,67,125,Orthodox,3.64,31,5.69,64,0.0,0,100,0.0,1,96,253,40,170,96,253,43,173,0,0,0,0,76,224,28,149,5,13,7,15,15,16,5,6,90,245,38,164,5,7,2,6,1,1,0,0,flyweight,0
721,0,1,32,65,0,0,0,0,0,0,0,4,73,155,Orthodox,4.43,46,4.46,53,1.19,33,73,1.2,71,155,Orthodox,7.46,59,7.99,55,0.0,0,69,0.0,0,17,52,40,61,17,52,40,61,0,0,0,0,12,45,27,44,4,6,0,2,1,1,13,15,17,52,36,55,0,0,2,3,0,0,2,3,lightweight,0
722,0,0,60,60,50,0,1,0,2,1,150,44,75,205,Orthodox,4.18,51,3.22,60,4.28,57,71,2.3,74,205,Orthodox,4.36,57,2.31,54,4.33,75,60,2.4,1,6,10,21,35,22,29,28,45,1,2,0,0,4,8,19,33,2,2,2,2,0,0,0,0,1,3,2,3,2,3,4,5,3,4,15,27,light heavyweight,0
723,0,0,19,47,16,50,0,0,0,1,511,172,71,135,Orthodox,1.78,35,1.96,49,1.67,33,45,1.7,67,135,Orthodox,3.33,48,2.42,68,1.21,30,87,0.0,0,11,57,31,65,26,75,63,104,1,6,1,2,4,42,29,62,7,15,2,3,0,0,0,0,9,53,20,53,2,4,7,7,0,0,4,5,bantamweight,0
724,0,1,85,55,0,0,0,0,0,0,0,3,75,249,Orthodox,3.7,50,3.25,56,1.62,45,82,0.1,75,265,Orthodox,5.32,48,4.02,50,0.15,50,66,0.0,0,6,7,15,27,6,7,15,27,0,0,0,0,1,2,13,25,1,1,2,2,4,4,0,0,6,7,6,18,0,0,7,7,0,0,2,2,heavyweight,0
725,1,0,43,31,0,37,0,0,0,0,25,642,72,185,Orthodox,3.34,51,3.54,53,0.67,38,69,0.2,74,185,Orthodox,1.95,42,2.14,52,3.42,39,53,0.8,1,34,79,22,69,41,86,81,148,0,0,3,8,31,75,16,63,3,4,5,5,0,0,1,1,22,61,18,65,1,1,2,2,11,17,2,2,middleweight,0
726,0,0,60,49,16,50,2,1,2,1,262,279,74,205,Orthodox,3.75,47,3.84,54,2.04,40,60,1.0,75,205,Orthodox,4.33,56,2.52,43,1.34,33,55,1.3,1,43,71,47,95,85,119,74,123,1,6,2,4,39,67,20,66,4,4,17,19,0,0,10,10,22,45,37,85,10,10,3,3,11,16,7,7,light heavyweight,0
728,0,0,42,51,40,0,0,1,0,0,183,343,73,170,Orthodox,3.74,54,2.84,58,1.76,70,100,0.5,70,170,Orthodox,4.27,51,2.13,57,0.0,0,60,1.0,0,32,75,64,125,56,107,151,222,2,5,0,6,13,44,51,106,17,29,7,13,2,2,6,6,23,66,23,71,9,9,14,20,0,0,27,34,welterweight,0
729,1,0,51,37,0,0,0,0,0,0,9,5,69,135,Orthodox,4.44,46,3.74,53,1.84,37,31,1.9,71,135,Switch,2.28,29,6.49,45,0.0,0,0,0.0,1,59,115,30,80,60,116,31,81,0,0,0,0,27,61,20,65,31,52,6,11,1,2,4,4,57,112,30,79,2,3,0,1,0,0,0,0,bantamweight,0
730,0,0,36,45,0,60,0,0,0,0,48,342,70,170,Southpaw,3.2,34,4.7,54,0.0,0,40,0.0,70,155,Orthodox,3.45,48,2.58,58,0.76,60,53,0.0,0,44,122,51,112,46,124,136,239,0,1,3,5,23,88,20,68,9,19,14,26,12,15,17,18,42,120,41,100,2,2,0,0,0,0,10,12,lightweight,0
731,0,0,35,42,33,100,3,2,1,2,514,176,71,145,Orthodox,2.02,40,3.35,48,1.71,34,33,2.4,70,145,Southpaw,2.6,46,3.18,48,0.78,23,42,1.8,1,21,59,37,87,80,125,66,122,1,3,1,1,20,52,36,84,1,7,1,3,0,0,0,0,20,58,32,81,0,0,0,0,1,1,5,6,featherweight,0
732,0,0,35,34,25,0,0,0,0,1,382,29,66,135,Orthodox,3.33,51,2.98,57,1.25,22,47,0.0,68,145,Orthodox,4.17,52,1.99,62,2.52,45,76,1.4,0,21,60,41,118,40,83,55,133,3,12,0,1,18,51,25,91,2,7,11,20,1,2,5,7,17,54,33,105,4,6,6,8,0,0,2,5,bantamweight,0
734,0,0,58,37,100,0,0,0,0,0,367,0,76,265,Orthodox,3.59,53,1.7,57,6.64,54,33,0.0,75,235,Orthodox,2.45,44,2.45,58,1.23,24,47,0.2,1,25,43,3,8,46,74,3,8,5,5,0,0,23,41,3,7,1,1,0,1,1,1,0,0,2,10,3,8,0,0,0,0,23,33,0,0,heavyweight,0
735,0,0,42,50,66,0,0,1,0,1,140,395,64,125,Orthodox,2.53,39,4.86,48,1.49,66,50,2.2,67,135,Orthodox,2.28,34,3.58,50,0.67,21,33,0.8,0,19,45,44,88,45,77,130,191,2,3,0,0,12,38,35,78,6,6,6,7,1,1,3,3,16,41,16,51,1,1,1,2,2,3,27,35,womens bantamweight,0
736,1,0,45,12,0,0,0,0,0,0,279,25,70,155,Southpaw,2.0,56,0.77,70,3.46,68,93,1.0,66,155,Orthodox,2.64,37,3.44,56,1.95,40,83,0.6,1,43,95,7,58,88,148,27,80,0,1,0,1,32,81,5,43,7,10,1,14,4,4,1,1,29,74,5,56,3,3,2,2,11,18,0,0,lightweight,0
737,0,0,53,30,87,0,2,1,0,0,532,0,70,155,Orthodox,4.1,48,1.75,65,5.32,48,84,0.8,69,155,Southpaw,5.59,50,4.17,54,1.47,36,61,1.3,1,22,41,12,39,54,77,30,57,7,8,0,0,16,35,5,26,3,3,2,7,3,3,5,6,10,27,12,38,1,1,0,1,11,13,0,0,lightweight,1
738,0,0,52,36,33,0,0,0,0,0,109,123,71,145,Orthodox,3.98,43,4.03,60,0.44,44,78,0.1,71,155,Orthodox,3.7,44,3.44,48,0.29,28,64,0.2,0,60,114,56,154,77,133,75,174,1,3,0,2,27,74,41,137,19,24,9,10,14,16,6,7,55,109,51,147,0,0,1,1,5,5,4,6,lightweight,0
739,0,0,43,44,50,60,0,0,0,0,133,259,66,125,Orthodox,6.59,49,4.4,53,1.8,55,58,0.5,66,125,Orthodox,5.58,49,3.83,65,1.67,45,57,0.5,1,101,230,61,137,158,293,104,185,2,4,3,5,40,138,13,73,16,38,26,39,45,54,22,25,94,222,57,132,7,8,2,3,0,0,2,2,womens flyweight,0
740,0,0,31,33,0,0,0,0,0,0,1,19,69,155,Orthodox,2.98,39,3.03,64,1.34,63,88,0.0,69,155,Orthodox,4.85,37,3.26,58,0.89,26,68,0.9,0,51,160,109,326,51,160,112,329,0,2,0,2,40,139,77,271,5,13,25,46,6,8,7,9,51,160,107,323,0,0,2,3,0,0,0,0,lightweight,0
741,1,0,50,42,0,0,0,0,0,0,11,0,68,155,Switch,8.43,57,1.76,67,0.0,0,100,0.0,73,155,Orthodox,2.57,54,3.91,47,2.31,25,100,1.5,1,27,53,8,19,27,53,8,19,0,0,0,1,22,44,3,12,2,6,5,6,3,3,0,1,18,40,3,13,8,11,5,6,1,2,0,0,lightweight,0
742,0,0,33,24,66,0,0,0,0,0,219,0,72,185,Orthodox,2.95,35,2.59,57,2.63,49,65,0.3,72,185,Southpaw,2.58,32,2.83,55,0.68,28,65,0.7,1,26,77,17,69,47,106,24,76,2,3,0,0,14,60,6,51,5,10,2,7,7,7,9,11,21,67,17,69,0,2,0,0,5,8,0,0,middleweight,0
743,0,0,46,32,22,50,1,0,0,0,151,38,71,170,Orthodox,4.75,43,4.02,60,1.97,28,85,0.2,70,170,Southpaw,3.16,37,4.81,50,0.53,50,75,0.0,1,49,106,29,89,78,148,34,95,2,9,1,2,40,85,23,79,7,19,4,8,2,2,2,2,42,98,29,89,3,4,0,0,4,4,0,0,welterweight,0
744,0,0,42,32,25,0,0,0,0,0,577,146,72,155,Southpaw,2.08,52,0.74,67,2.22,25,80,0.7,73,155,Orthodox,1.9,47,1.37,66,0.5,11,65,0.0,1,21,49,10,31,72,111,70,96,3,12,0,4,11,36,6,26,6,7,1,2,4,6,3,3,8,27,8,25,3,8,2,4,10,14,0,2,lightweight,0
745,0,1,23,43,0,0,0,0,0,0,0,2,73,170,Orthodox,3.66,51,2.62,66,1.94,76,73,0.0,71,170,Orthodox,2.85,46,2.29,67,0.87,30,80,0.0,0,6,26,10,23,6,26,10,23,0,0,0,0,3,16,1,10,0,5,2,6,3,5,7,7,6,25,10,23,0,0,0,0,0,1,0,0,welterweight,0
746,0,0,42,52,0,16,1,0,0,0,5,190,76,205,Orthodox,5.06,43,5.38,55,0.0,0,83,0.5,75,205,Orthodox,3.55,49,4.26,47,0.97,30,80,0.3,1,81,190,88,167,86,195,95,175,0,1,1,6,69,176,83,161,12,14,4,5,0,0,1,1,69,177,70,137,12,13,18,30,0,0,0,0,light heavyweight,0
747,1,0,47,30,100,14,0,0,0,0,20,72,64,125,Orthodox,5.02,39,3.84,66,0.53,23,86,0.0,66,135,Orthodox,3.13,35,5.0,48,0.54,13,40,0.2,1,91,193,60,195,93,195,63,198,1,1,1,7,58,146,51,174,9,19,4,10,24,28,5,11,85,183,58,192,2,3,2,3,4,7,0,0,flyweight,0
748,3,0,46,33,66,0,0,0,0,0,22,24,72,170,Orthodox,4.52,42,3.65,59,1.28,39,59,0.0,71,170,Orthodox,4.05,39,3.07,59,0.57,17,52,0.5,1,59,128,54,160,59,128,55,162,2,3,0,1,45,108,23,114,4,6,21,33,10,14,10,13,47,113,51,156,8,11,3,4,4,4,0,0,welterweight,0
749,0,0,59,31,100,0,0,0,0,0,218,87,68,125,Southpaw,4.49,51,2.19,68,0.4,100,77,0.8,69,135,Orthodox,2.77,44,4.31,49,1.25,53,58,0.2,1,93,157,23,72,103,168,27,76,1,1,0,3,72,127,13,55,10,17,4,9,11,13,6,8,64,111,20,64,3,3,2,4,26,43,1,4,bantamweight,0
750,0,0,45,45,0,0,0,0,0,0,29,36,68,125,Orthodox,4.51,45,4.82,51,0.61,22,66,0.3,63,125,Orthodox,5.0,50,6.87,48,0.0,0,66,0.0,0,123,270,93,204,136,283,102,214,0,4,0,4,65,198,86,195,41,51,7,9,17,21,0,0,95,235,74,182,28,35,19,22,0,0,0,0,womens flyweight,0
751,0,1,33,76,0,0,0,0,0,0,5,1,61,115,Orthodox,6.38,49,5.26,53,3.11,57,76,0.4,64,115,Switch,6.38,45,4.43,53,1.26,23,100,0.5,0,4,12,29,38,4,12,29,38,0,0,0,0,2,9,16,25,1,2,7,7,1,1,6,6,3,11,15,23,1,1,13,13,0,0,1,2,womens strawweight,1
752,0,0,45,38,0,50,0,1,1,1,36,338,72,170,Orthodox,4.39,46,4.37,54,0.0,0,50,0.0,70,170,Orthodox,2.07,37,4.03,50,3.18,50,0,0.8,1,58,128,33,85,61,131,52,105,0,0,3,6,44,98,23,74,6,19,6,7,8,11,4,4,54,122,30,78,4,6,1,4,0,0,2,3,welterweight,0
753,0,0,54,53,0,66,0,1,0,0,16,272,70,185,Orthodox,4.24,47,2.9,59,3.4,64,45,0.0,72,185,Orthodox,4.92,55,5.09,47,3.76,66,70,1.9,0,81,148,59,110,84,152,74,129,0,0,6,9,76,142,51,102,5,6,7,7,0,0,1,1,73,136,49,97,8,12,3,6,0,0,7,7,middleweight,0
754,1,0,37,31,0,0,0,0,0,0,76,24,69,155,Orthodox,3.76,43,1.87,69,1.67,31,100,0.0,69,155,Orthodox,2.85,37,3.88,60,1.06,33,63,1.2,1,71,188,36,114,73,191,37,115,0,5,0,3,28,132,16,88,21,34,7,10,22,22,13,16,58,168,32,110,2,3,4,4,11,17,0,0,lightweight,0
755,1,0,48,56,0,0,0,0,0,0,64,22,65,135,Orthodox,7.73,52,5.51,48,2.0,60,90,0.0,64,125,Orthodox,6.7,57,6.93,47,3.5,50,0,0.5,1,171,351,165,290,177,358,169,294,0,0,0,5,108,266,122,244,11,16,13,15,52,69,30,31,159,333,158,281,7,11,7,9,5,7,0,0,womens bantamweight,0
756,0,0,40,36,42,0,0,0,0,0,171,6,65,135,Orthodox,2.87,32,5.82,57,2.33,35,100,0.0,67,135,Orthodox,5.66,38,2.61,58,0.0,0,57,0.0,1,36,89,85,230,63,133,119,269,3,7,0,1,35,88,74,202,1,1,6,17,0,0,5,11,33,86,68,202,0,0,5,11,3,3,12,17,bantamweight,0
757,0,1,55,41,0,0,0,0,0,0,0,2,69,155,Orthodox,5.64,55,2.65,59,0.74,100,100,0.7,71,155,Orthodox,4.12,47,3.69,45,0.0,0,57,0.8,0,15,27,21,51,15,27,21,51,0,0,0,0,3,13,9,30,2,3,2,5,10,11,10,16,15,27,18,46,0,0,0,0,0,0,3,5,lightweight,0
758,0,1,51,56,0,100,1,0,2,1,109,358,70,155,Orthodox,3.05,47,3.44,54,0.61,50,60,1.1,72,170,Southpaw,4.62,45,3.78,53,1.19,30,42,1.4,0,69,133,114,201,86,153,205,306,0,0,1,1,54,111,94,172,10,12,16,23,5,10,4,6,46,102,51,109,20,27,43,63,3,4,20,29,welterweight,0
759,0,0,56,61,40,28,1,0,0,0,199,223,70,155,Orthodox,2.88,41,2.59,51,3.11,39,50,0.3,69,155,Orthodox,3.89,53,3.64,53,1.56,30,68,0.0,0,87,155,99,160,113,186,159,223,2,5,2,7,55,117,56,114,29,33,29,30,3,5,14,16,69,127,39,93,16,23,38,40,2,5,22,27,lightweight,0
760,1,1,44,55,25,0,0,0,0,0,13,6,72,185,Southpaw,3.44,49,3.05,60,1.57,30,78,0.0,73,185,Orthodox,7.03,57,6.7,50,0.0,0,80,0.0,0,125,284,118,213,125,284,118,213,1,4,0,0,96,244,67,148,11,20,46,58,18,20,5,7,118,276,110,202,7,8,5,5,0,0,3,6,middleweight,0
761,0,0,55,53,66,0,0,0,0,1,131,226,65,135,Orthodox,3.26,40,2.33,68,1.48,38,80,0.3,71,135,Switch,6.85,48,3.89,59,1.07,50,30,0.5,0,45,81,62,116,65,103,78,135,4,6,0,1,15,50,23,67,20,20,16,21,10,11,23,28,30,65,55,108,12,13,3,4,3,3,4,4,bantamweight,0
762,0,1,33,43,0,0,0,0,0,0,0,4,68,155,Southpaw,4.38,38,3.26,70,0.17,50,56,1.2,69,145,Orthodox,6.1,49,4.06,58,0.0,0,72,0.3,0,24,72,34,79,24,72,34,79,0,0,0,0,11,55,25,70,4,8,4,4,9,9,5,5,24,72,30,71,0,0,0,1,0,0,4,7,featherweight,0
763,0,0,43,40,20,0,0,0,0,0,132,0,73,185,Southpaw,3.46,47,2.72,53,3.11,33,94,0.5,71,185,Orthodox,3.28,50,2.79,58,1.13,18,60,0.8,1,81,185,58,143,102,207,65,150,2,10,0,8,51,142,37,114,26,37,16,23,4,6,5,6,69,170,49,130,7,9,8,12,5,6,1,1,middleweight,0
764,0,1,68,53,33,33,0,0,0,0,181,91,71,235,Orthodox,4.25,52,2.92,54,1.83,44,80,0.4,76,240,Orthodox,4.9,52,3.75,55,1.92,34,70,0.0,0,181,263,123,229,230,317,135,244,1,3,1,3,162,243,86,188,9,9,27,30,10,11,10,11,139,209,102,195,21,27,19,28,21,27,2,6,heavyweight,1
765,1,0,49,41,50,100,0,0,0,0,381,24,69,135,Orthodox,2.52,44,2.43,58,2.53,59,71,1.1,70,135,Orthodox,4.65,35,4.33,60,0.71,45,56,0.1,1,50,101,77,187,120,180,114,231,3,6,1,1,46,96,32,126,1,1,17,20,3,4,28,41,42,89,62,163,0,0,4,6,8,12,11,18,bantamweight,0
766,0,0,42,33,100,37,1,0,0,0,11,195,61,115,Orthodox,4.99,44,5.39,52,0.26,100,64,0.3,61,115,Orthodox,4.1,31,7.37,52,0.75,21,83,0.0,1,70,164,43,130,112,207,69,157,1,1,3,8,39,123,29,110,12,16,14,20,19,25,0,0,61,147,36,114,7,14,5,13,2,3,2,3,womens strawweight,0
767,0,0,62,62,75,100,0,1,1,1,370,317,70,145,Orthodox,2.92,61,2.68,46,3.06,54,0,3.1,67,140,Southpaw,4.81,42,4.3,59,1.1,39,59,0.5,0,37,59,43,69,59,83,56,85,3,4,2,2,29,47,21,42,8,12,10,14,0,0,12,13,22,43,26,49,2,2,6,7,13,14,11,13,other,0
768,0,0,63,33,100,0,0,0,0,0,649,5,67,135,Orthodox,6.56,44,3.91,60,0.81,80,66,0.2,66,125,Orthodox,3.34,37,5.2,50,0.84,50,14,0.0,1,108,171,33,99,170,250,102,176,4,4,0,0,49,98,19,75,50,60,11,18,9,13,3,6,44,85,14,71,38,55,15,23,26,31,4,5,womens flyweight,0
769,0,0,56,45,100,40,0,0,0,0,129,213,69,145,Orthodox,3.42,51,2.36,58,0.48,100,61,0.0,71,145,Southpaw,2.22,41,4.79,41,2.9,46,62,0.5,1,65,115,32,71,69,120,59,98,1,1,4,10,46,84,23,62,11,21,9,9,8,10,0,0,51,99,26,65,8,10,6,6,6,6,0,0,featherweight,0
770,0,0,46,49,0,0,1,0,0,0,0,200,71,170,Orthodox,5.72,53,5.82,52,0.68,50,64,0.8,70,170,Orthodox,4.35,47,4.82,54,0.69,38,77,0.2,1,84,179,87,175,85,180,116,204,0,0,0,2,43,125,56,135,6,9,11,17,35,45,20,23,83,178,75,157,1,1,12,18,0,0,0,0,welterweight,0
771,0,0,50,46,42,0,0,0,0,0,418,28,70,170,Orthodox,3.22,45,3.04,54,2.08,35,50,0.7,68,170,Orthodox,3.67,44,2.83,63,0.25,33,80,0.0,1,42,83,47,102,63,107,115,172,3,7,0,1,22,54,20,63,8,15,7,17,12,14,20,22,31,66,33,85,1,2,11,12,10,15,3,5,welterweight,0
772,2,0,46,30,0,20,0,0,0,0,25,66,74,205,Orthodox,5.03,45,4.24,55,0.36,20,80,0.0,70,205,Orthodox,2.01,40,2.84,56,2.02,32,100,0.4,1,64,137,18,60,92,166,20,62,0,0,1,5,44,114,16,54,11,14,2,6,9,9,0,0,47,110,17,56,12,20,1,4,5,7,0,0,light heavyweight,0
773,0,0,68,17,0,0,1,0,0,0,33,1,76,245,Orthodox,5.04,55,1.85,69,1.13,26,100,0.5,75,262,Orthodox,2.16,26,3.43,42,0.0,0,100,0.0,1,15,22,7,41,20,28,9,43,0,1,0,2,7,13,5,36,4,5,2,3,4,4,0,2,14,19,6,37,1,1,1,4,0,2,0,0,heavyweight,0
774,0,0,34,38,42,0,0,0,0,0,39,24,67,145,Orthodox,3.91,41,2.97,68,4.2,45,66,0.3,70,145,Orthodox,3.41,39,3.15,61,2.74,66,66,1.4,1,83,239,90,236,88,244,98,247,3,7,0,1,51,199,56,188,24,32,21,32,8,8,13,16,82,235,88,231,1,4,2,5,0,0,0,0,featherweight,0
